ID,Address,Name,Gender,Age,Average Dollar,Latitude,Longitude
1307,"8530 Hope Vine Roswell, GA 30076",Fidel Bradshaw,male,24,329,34.0675769837,-84.3598672131
1308,"529 Saddle Creek CIR Roswell, GA 30076",Elidia Short,female,66,729,34.0655145903,-84.3473563853
1309,"637 Saddle Ridge TRCE Roswell, GA 30076",Annett Stanton,female,68,283,34.0712785596,-84.3491650639
1310,"520 Saddle Horn CIR Roswell, GA 30076",Sandee Gilliam,female,40,213,34.0635304116,-84.3536400129
1311,"146 Saddle Creek DR Roswell, GA 30076",Sebrina Pacheco,female,21,181,34.0662925281,-84.3456563972
1312,"640 Saddle Ridge TRCE Roswell, GA 30076",Sherley Houston,female,16,488,34.0714327483,-84.349351632
1313,"424 Saddle Horn CIR Roswell, GA 30076",Kenton Shepherd,male,53,489,34.0627992447,-84.3552531622
1314,"647 Saddle Creek CIR Roswell, GA 30076",Leonie Sampson,female,31,399,34.0630423837,-84.3452803452
1315,"204 Saddle Creek LN Roswell, GA 30076",Jorge Burton,male,45,212,34.0672241047,-84.3485682106
1316,"200 Saddle Horn CIR Roswell, GA 30076",Cammy Pratt,female,32,198,34.0663539509,-84.3569775855
1317,"8537 Hope Vine Roswell, GA 30076",Meridith Koch,female,40,222,34.0675769837,-84.3599431038
1318,"451 Saddle Lake DR Roswell, GA 30076",Vincenzo Graves,male,39,186,34.0662938974,-84.3505845877
1319,"124 Glenclairn CT Roswell, GA 30076",Mardell Nichols,female,29,593,34.068444547,-84.353128548
1320,"203 Saddle Lake DR Roswell, GA 30076",Nadene Walls,female,58,457,34.0700048031,-84.3542173906
1321,"8624 Hope Vine Roswell, GA 30076",Dannie Herrera,male,22,71,34.0680329591,-84.3593853338
1322,"503 Saddle Creek DR Roswell, GA 30076",Mallie Perry,female,35,302,34.0697795357,-84.3492938136
1323,"348 Saddle Creek DR Roswell, GA 30076",Cedric Barlow,male,54,420,34.0697532726,-84.3468655447
1324,"711 Saddle Ridge TRCE Roswell, GA 30076",Katrice Walter,female,45,645,34.0722450441,-84.3475318358
1325,"8615 Hope Vine Roswell, GA 30076",Sage Griffith,female,40,373,34.0678539112,-84.3595439346
1326,"117 Saddle Creek DR Roswell, GA 30076",Bert Zimmerman,male,44,481,34.0664089821,-84.3471045119
1327,"921 Saddle Ridge TRCE Roswell, GA 30076",Kallie Owens,female,68,564,34.0702933792,-84.3440341515
1328,"739 Saddle Ridge TRCE Roswell, GA 30076",Tarah Kennedy,female,39,660,34.0722346739,-84.3463742621
1329,"708 Saddle Creek CIR Roswell, GA 30076",Ruthanne Pickett,female,35,455,34.0638484113,-84.3441973049
1330,"715 Saddle Creek CIR Roswell, GA 30076",Marcelo Nicholson,male,10,308,34.0657799295,-84.3442464325
1331,"213 Hollyridge DR Roswell, GA 30076",Angeles Pollard,female,10,355,34.0567351619,-84.3576919553
1332,"736 Saddle Ridge TRCE Roswell, GA 30076",Olevia Gibson,female,68,371,34.0723810692,-84.3473065527
1333,"440 Saddle Horn CIR Roswell, GA 30076",Milton Orr,male,27,553,34.0627934944,-84.3548707695
1334,"326 Saddle Creek LN Roswell, GA 30076",Marshall Steele,female,13,435,34.0676623808,-84.3456964682
1335,"510 Saddle Creek DR Roswell, GA 30076",Stefan Wood,male,52,517,34.0696419419,-84.3492726466
1336,"408 Saddle Creek CIR Roswell, GA 30076",Tamiko Holder,female,52,68,34.0695255479,-84.3498301938
1337,"420 Saddle Creek CIR Roswell, GA 30076",Jimmy Franco,female,44,243,34.0689416955,-84.3497004901
1338,"613 Rounsaville RD Roswell, GA 30076",Jina Morrow,female,15,478,34.0663090599,-84.35632203
1339,"135 Harness TRL Roswell, GA 30076",Lorenzo Lott,male,53,588,34.0630229942,-84.3527872935
1340,"600 Saddle Ridge TRCE Roswell, GA 30076",Maximo Blankenship,male,14,130,34.0701996644,-84.3487000226
1341,"406 Saddle Horn CIR Roswell, GA 30076",Waldo Maxwell,male,27,547,34.0628062173,-84.3560956459
1342,"334 Saddle Creek CIR Roswell, GA 30076",Bernetta Kennedy,female,23,408,34.0713559788,-84.3506816655
1343,"316 Saddle Creek LN Roswell, GA 30076",Heidy Craft,female,15,430,34.0676963521,-84.3459199997
1344,"308 Saddle Creek LN Roswell, GA 30076",Dominique Berry,male,52,473,34.0677235292,-84.3460988249
1345,"408 Saddle Creek DR Roswell, GA 30076",Darrel Richard,male,53,165,34.0698184918,-84.3488191363
1346,"169 Glenclairn CT Roswell, GA 30076",Isa Rush,female,38,130,34.0675323564,-84.3527213375
1347,"547 Saddle Creek DR Roswell, GA 30076",Andrea Abbott,male,29,492,34.0696533799,-84.3495367076
1348,"726 Lakestone CT Roswell, GA 30076",Lean Schwartz,female,19,106,34.0168269743,-84.3143480783
1349,"9140 Martin RD Roswell, GA 30076",Mathilde Sharp,female,49,542,34.003020794,-84.3154546314
1350,"100 N Pond WAY Roswell, GA 30076",Sol Wheeler,male,53,609,34.0143723508,-84.3141385388
1351,"9779 N Pond CIR Roswell, GA 30076",Delta Stark,female,19,298,34.0152537691,-84.3133219994
1352,"531 Sailwind DR Roswell, GA 30076",Odell Cain,male,53,495,34.0151119512,-84.3158497351
1353,"336 Watergate DR Roswell, GA 30076",Marilou Morris,female,17,95,33.9969152621,-84.3216732471
1354,"9844 N Pond CIR Roswell, GA 30076",Irving Meyers,male,64,405,34.0142440282,-84.3123284776
1355,"421 Watergate WAY Roswell, GA 30076",Tandy Burks,female,25,147,33.9971411976,-84.3195615918
1356,"9203 Martin RD Roswell, GA 30076",Tish Newton,female,32,149,34.0051538348,-84.3136446504
1357,"100 River Ridge CT Roswell, GA 30076",Dominick Simon,male,58,324,33.9994749298,-84.3222960227
1358,"100 Sailwind CT Roswell, GA 30076",Dean Medina,male,51,345,34.0163493908,-84.3161532424
1359,"1438 Martin RD Roswell, GA 30076",Deshawn Roth,male,25,422,34.0102973178,-84.3190656304
1360,"9055 Martin RD Roswell, GA 30076",Milly Boyd,female,20,409,34.0003982183,-84.317789008
1361,"419 Watergate WAY Roswell, GA 30076",Mariano Slater,male,5,808,33.9972314652,-84.3196440406
1362,"9519 Martin RD Roswell, GA 30076",Jeramy Pace,male,69,293,34.0117075328,-84.3067435308
1363,"703 Waterbrook TER Roswell, GA 30076",Jacqualine Vazquez,female,65,325,34.0165384944,-84.3116479346
1364,"100 Grassnut CT Roswell, GA 30076",Krysta Woodard,female,45,697,34.0000683208,-84.3160237733
1365,"315 N Pond TRL Roswell, GA 30076",Santo Lynn,male,59,398,34.0159808467,-84.313280094
1366,"311 Martins TRL Roswell, GA 30076",Arden Hobbs,male,54,339,33.9981186565,-84.3211560894
1367,"736 Marshview Close Roswell, GA 30076",Hershel Olson,male,56,396,34.0014991125,-84.3190822355
1368,"9112 Martin RD Roswell, GA 30076",Lien Sosa,female,41,276,34.0021611474,-84.3162011873
1369,"300 Spring Lake TER Roswell, GA 30076",Verlene Sweet,female,57,738,33.9993094887,-84.3183509661
1370,"838 Waterbrook CT Roswell, GA 30076",Stanley Sheppard,male,52,385,34.015005602,-84.3099976874
1371,"331 Martins TRL Roswell, GA 30076",Aleisha Castro,female,16,215,33.9983351609,-84.32156788
1372,"601 Waterbrook TER Roswell, GA 30076",Kyle Hinton,male,24,148,34.014687329,-84.3112775757
1373,"310 N Pond TRL Roswell, GA 30076",Salvador Jackson,male,22,700,34.0161118718,-84.3132545974
1374,"314 Watergate DR Roswell, GA 30076",Penney Duke,female,7,260,33.9971788598,-84.3215396722
1375,"500 Watergate CT Roswell, GA 30076",Bettyann Stevens,female,32,466,33.9963842545,-84.3189102191
1376,"9323 Martin RD Roswell, GA 30076",Lanie Mason,female,7,367,34.0074668998,-84.3111492335
1377,"9144 Martin RD Roswell, GA 30076",Lucio Kelley,male,22,74,34.0031066759,-84.3153837131
1378,"710 Lakestone CT Roswell, GA 30076",Marshall Bush,female,30,438,34.0164764784,-84.3143433029
1379,"9281 Martin RD Roswell, GA 30076",Shawnda Steele,female,64,339,34.0066087287,-84.3123478995
1380,"733 Marshview Close Roswell, GA 30076",Sona Winters,female,17,324,34.0014065189,-84.3189841555
1381,"601 Woodman PL Roswell, GA 30076",Vena Hinton,female,52,551,33.9995914738,-84.3154133297
1382,"9746 N Pond CIR Roswell, GA 30076",Howard Caldwell,male,53,410,34.0159302994,-84.3137496695
1383,"806 Marshview Close Roswell, GA 30076",Sherman Gates,male,29,656,34.0025777385,-84.3190303996
1384,"743 Waterbrook TER Roswell, GA 30076",Joie Cortez,female,32,678,34.0170531325,-84.3123233048
1385,"8935 Martin RD Roswell, GA 30076",Nakisha Berger,female,65,516,33.9999751885,-84.3223612095
1386,"9347 Martin RD Roswell, GA 30076",Napoleon Bowers,male,29,159,34.0077883787,-84.3103492843
1387,"1500 Martin RD Roswell, GA 30076",Julian Garrett,male,41,309,34.010205787,-84.3181354587
1388,"600 Clear Lake TER Roswell, GA 30076",Gregg Mejia,male,43,467,34.0026919043,-84.3157609146
1389,"700 Waterbrook TER Roswell, GA 30076",Brad Burns,male,52,145,34.0164163489,-84.3117002765
1390,"635 S Shore PL Roswell, GA 30076",Vannesa Mcneil,female,46,321,34.0013417858,-84.3211497828
1391,"9345 Martin RD Roswell, GA 30076",Jaime Barber,male,11,68,34.0077282726,-84.310421909
1392,"136 Buckthorn CT Roswell, GA 30076",Jaye Irwin,female,57,107,33.9998871445,-84.3137861484
1393,"309 Watergate DR Roswell, GA 30076",Dannielle Burt,female,34,201,33.9973193457,-84.3216139624
1394,"9333 Martin RD Roswell, GA 30076",Jene Dorsey,female,34,431,34.0076191319,-84.3108261851
1395,"602 S Shore PL Roswell, GA 30076",Steven Mullins,male,23,151,34.001121211,-84.3205448066
1396,"1406 Martin RD Roswell, GA 30076",Vanetta Sweet,female,8,274,34.0104317737,-84.3194778842
1397,"9142 Martin RD Roswell, GA 30076",Terrance Fry,male,30,639,34.003053725,-84.3154094531
1398,"9708 N Pond CIR Roswell, GA 30076",Granville Gallegos,male,67,394,34.0157490625,-84.3151209724
1399,"1802 Martin RD Roswell, GA 30076",Elza Hinton,female,7,423,34.0109816276,-84.3163044109
1400,"431 N Pond TRL Roswell, GA 30076",Rudy Mccarty,male,16,545,34.014398107,-84.3112968102
1401,"124 Buckthorn CT Roswell, GA 30076",Neda Petty,female,64,377,33.9996141192,-84.3139611886
1402,"1848 Martin RD Roswell, GA 30076",Susann Morrison,female,16,527,34.012085258,-84.3150569127
1403,"723 Waterbrook TER Roswell, GA 30076",Kenyetta Holcomb,female,26,272,34.0167998844,-84.3119769105
1404,"9731 N Pond CIR Roswell, GA 30076",Tashina Ewing,female,64,602,34.0161086691,-84.3143656343
1405,"331 N Pond TRL Roswell, GA 30076",Miesha Cleveland,female,26,293,34.0160759125,-84.3128562412
1406,"1809 Martin RD Roswell, GA 30076",Floyd Alvarez,male,26,523,34.0110155931,-84.3160517346
1407,"9613 N Pond CIR Roswell, GA 30076",Cyril Mack,male,30,391,34.0137539921,-84.3134022286
1408,"714 Waterbrook TER Roswell, GA 30076",Tyson Malone,male,20,75,34.0165969077,-84.3119217503
1409,"9774 N Pond CIR Roswell, GA 30076",Kurt Colon,male,64,477,34.0154017648,-84.3132961803
1410,"8911 Martin RD Roswell, GA 30076",Jesenia Goff,female,13,489,34.0004055782,-84.3229802258
1411,"732 Marshview Close Roswell, GA 30076",Katherin Colon,female,53,643,34.0014260635,-84.3190978694
1412,"9725 N Pond CIR Roswell, GA 30076",Doria Mitchell,female,51,201,34.0161156475,-84.3146340828
1413,"834 Waterbrook CT Roswell, GA 30076",Danyelle Hunt,female,45,238,34.0150517578,-84.3100513686
1414,"703 Lakestone CT Roswell, GA 30076",Michiko Castro,female,53,80,34.0162840808,-84.3142401621
1415,"453 Watergate WAY Roswell, GA 30076",Robert Bradford,male,24,60,33.9963200009,-84.3186972603
1416,"544 Sailwind DR Roswell, GA 30076",Deloise O'donnell,female,28,533,34.0149703729,-84.3162618512
1417,"618 Waterbrook TER Roswell, GA 30076",Dagny Byrd,female,5,882,34.0151407514,-84.3108449533
1418,"805 Waterbrook CT Roswell, GA 30076",Lee Nixon,male,25,464,34.0151995126,-84.3104103887
1419,"9515 Martin RD Roswell, GA 30076",Jimmy Wood,male,35,378,34.0116304607,-84.3067227489
1420,"638 Sailwind DR Roswell, GA 30076",Delcie Reyes,female,12,277,34.0166835829,-84.315826532
1421,"1847 Martin RD Roswell, GA 30076",Grazyna Smith,female,40,594,34.0119401556,-84.3150340742
1422,"547 S Shore PL Roswell, GA 30076",Donnie Hurley,male,50,482,34.0009135967,-84.319488085
1423,"9420 Martin RD Roswell, GA 30076",Royce Alvarado,female,27,130,,
1424,"8952 Martin RD Roswell, GA 30076",Chung Nelson,male,69,381,33.9994907432,-84.3214366128
1425,"617 Waterbrook TER Roswell, GA 30076",Willene Miles,female,41,295,34.0150198798,-84.3107784272
1426,"225 Watergate DR Roswell, GA 30076",Nga Orr,female,20,418,33.99804291,-84.3207070294
1427,"424 N Pond TRL Roswell, GA 30076",Angelika Malone,female,53,700,34.0144661888,-84.3111974544
1428,"9214 Martin RD Roswell, GA 30076",Adam Garza,female,32,268,34.0051896022,-84.3134862233
1429,"100 S Shore CT Roswell, GA 30076",Darryl Gibbs,male,8,236,34.0008505795,-84.3237161138
1430,"540 N Pond TRL Roswell, GA 30076",Sherley Hays,female,33,234,34.0138138815,-84.3100650332
1431,"9521 Martin RD Roswell, GA 30076",Kellee Erickson,female,43,457,34.0117742311,-84.306735527
1432,"9324 Martin RD Roswell, GA 30076",Emilio Melendez,male,55,668,34.0074431784,-84.3109091799
1433,"100 N Pond CT Roswell, GA 30076",Sherman Alston,male,6,119,34.0134014615,-84.3136923045
1434,"9337 Martin RD Roswell, GA 30076",Percy Herrera,male,46,770,34.0076700019,-84.3106947709
1435,"324 N Pond TRL Roswell, GA 30076",Michal Morrow,female,67,779,34.0162060242,-84.3130152421
1436,"9114 Martin RD Roswell, GA 30076",Margrett Ford,female,31,457,34.0022026942,-84.3161219584
1437,"400 Little Pines CT Roswell, GA 30076",Gretta Glass,female,55,132,34.0120368849,-84.3066502902
1438,"559 Woodman PL Roswell, GA 30076",Boyce Walker,male,31,595,33.9996680952,-84.3157688141
1439,"627 Woodman PL Roswell, GA 30076",Walter Horton,male,15,742,33.9995170422,-84.3152336353
1440,"313 Watergate DR Roswell, GA 30076",Ronald Mcclure,male,63,276,33.9972702467,-84.3216313267
1441,"9812 N Pond CIR Roswell, GA 30076",Winston Barker,male,65,439,34.0148374868,-84.3126797563
1442,"9235 Martin RD Roswell, GA 30076",Malik Talley,male,18,405,34.0058271781,-84.3132629268
1443,"9710 N Pond CIR Roswell, GA 30076",Kirk Boyer,male,24,718,34.0158537915,-84.3150769022
1444,"311 N Pond TRL Roswell, GA 30076",Allan Banks,male,48,847,34.0159217627,-84.3133799257
1445,"8901 Martin RD Roswell, GA 30076",Dorsey Charles,male,17,243,33.9999687383,-84.3248481151
1446,"9501 N Pond CIR Roswell, GA 30076",Margarett Christensen,female,64,122,34.012946529,-84.3132063012
1447,"238 Watergate DR Roswell, GA 30076",Tamala George,female,33,501,33.9979924377,-84.3204523132
1448,"9064 Martin RD Roswell, GA 30076",Doria Rosa,female,69,334,34.0007996907,-84.3175163888
1449,"814 Waterbrook CT Roswell, GA 30076",Carl Ferrell,male,42,450,34.0152692112,-84.3103607262
1450,"526 N Pond TRL Roswell, GA 30076",Jerald Robles,male,52,404,34.0139040125,-84.3102295931
1451,"528 N Pond TRL Roswell, GA 30076",Deandre Aguilar,male,41,221,34.013895978,-84.3102054896
1452,"338 Watergate DR Roswell, GA 30076",Ronny Hoffman,male,57,457,33.9968819853,-84.3216961939
1453,"610 Waterbrook TER Roswell, GA 30076",Kiersten Rutledge,female,16,285,34.0152172801,-84.3107790786
1454,"9327 Martin RD Roswell, GA 30076",Rickie Vega,male,22,132,34.0075343245,-84.3110290418
1455,"516 Sailwind DR Roswell, GA 30076",Jarrod Moody,male,7,614,34.015060492,-84.3155147459
1456,"9104 Martin RD Roswell, GA 30076",Mao Haley,female,7,164,34.0019949598,-84.316518103
1457,"616 Woodman PL Roswell, GA 30076",Leonie Miller,female,9,322,33.9996937576,-84.3152692879
1458,"707 Waterbrook TER Roswell, GA 30076",Scott Jones,female,14,336,34.0165928598,-84.3117098953
1459,"605 Waterbrook TER Roswell, GA 30076",Shalon Armstrong,female,32,352,34.0147329966,-84.3111317824
1460,"620 Waterbrook TER Roswell, GA 30076",Sammie Good,male,58,432,34.0151928203,-84.3108154454
1461,"462 Watergate WAY Roswell, GA 30076",Craig Drake,male,11,246,33.9964269475,-84.3185927546
1462,"145 Buckthorn CT Roswell, GA 30076",Ashli Espinoza,female,50,587,34.0005084308,-84.3137484814
1463,"9529 Martin RD Roswell, GA 30076",Yajaira Slater,female,63,387,34.012021434,-84.3067808782
1464,"720 Lakestone CT Roswell, GA 30076",Victor Guerra,male,49,94,34.0167045478,-84.3143344364
1465,"9815 N Pond CIR Roswell, GA 30076",Salena Cook,female,37,308,34.0147285436,-84.3127496675
1466,"9772 N Pond CIR Roswell, GA 30076",Jeramy Jefferson,male,57,304,34.0154347001,-84.3133236264
1467,"644 Waterbrook TER Roswell, GA 30076",Corazon Boyer,female,40,192,34.0156512748,-84.3108402263
1468,"531 S Shore PL Roswell, GA 30076",Xuan Yates,female,15,326,34.0009014913,-84.3191672919
1469,"321 Martins TRL Roswell, GA 30076",Alease Sargent,female,7,287,33.9982667366,-84.3213236373
1470,"544 Woodman PL Roswell, GA 30076",Huey Hamilton,male,34,65,33.9998343807,-84.3159162793
1471,"644 S Shore PL Roswell, GA 30076",Carlton Bradford,male,10,100,34.0012142582,-84.3213570861
1472,"257 Watergate DR Roswell, GA 30076",Fred Travis,female,48,122,33.9978921731,-84.3211599635
1473,"117 Buckthorn CT Roswell, GA 30076",Deshawn Davidson,male,11,451,33.9993760968,-84.3141365521
1474,"748 Lakestone CT Roswell, GA 30076",Markita May,female,24,485,34.0172036599,-84.3146279434
1475,"9410 Martin RD Roswell, GA 30076",Belkis Curtis,female,7,647,34.0087654326,-84.3083770035
1476,"318 N Pond TRL Roswell, GA 30076",Darnell Underwood,male,52,383,34.0161587804,-84.3132164817
1477,"710 Marshview Close Roswell, GA 30076",Malcolm Sykes,male,41,157,34.0015135593,-84.3190536235
1478,"729 Marshview Close Roswell, GA 30076",Victor Foley,female,36,194,34.0013407304,-84.3189954629
1479,"1521 Martin RD Roswell, GA 30076",Adolfo Haney,male,30,692,34.0100884371,-84.3180038442
1480,"744 Marshview Close Roswell, GA 30076",Helaine Paul,female,63,430,34.0016276591,-84.3190416418
1481,"843 Marshview Close Roswell, GA 30076",Rob Butler,male,13,403,34.0031132107,-84.3194204769
1482,"9148 Martin RD Roswell, GA 30076",Lonnie Mcneil,male,53,378,34.0032125777,-84.3153322331
1483,"8925 Martin RD Roswell, GA 30076",Ileen Gardner,female,44,149,34.0001669258,-84.3225858161
1484,"746 Waterbrook TER Roswell, GA 30076",Nancey Lawson,female,50,477,34.0169771136,-84.3124609588
1485,"820 Marshview Close Roswell, GA 30076",Neville Moran,male,53,491,34.0028590169,-84.3205182104
1486,"804 Waterbrook CT Roswell, GA 30076",Jacquelynn Berger,female,38,476,34.0153187503,-84.3105584345
1487,"540 S Shore PL Roswell, GA 30076",Florentino Mathis,male,7,271,34.0008426378,-84.3197561235
1488,"1436 Martin RD Roswell, GA 30076",Zulma Crawford,female,59,152,34.0103045949,-84.3190921397
1489,"748 Marshview Close Roswell, GA 30076",Hugh Bauer,male,68,169,34.0016919325,-84.319021345
1490,"9301 Martin RD Roswell, GA 30076",Orval Mcgee,male,8,455,34.0070426,-84.3117731928
1491,"509 S Shore PL Roswell, GA 30076",Jules Wilkinson,male,64,403,34.0008027944,-84.3180606177
1492,"516 N Pond TRL Roswell, GA 30076",Lurlene Skinner,female,27,463,34.0139479397,-84.3103612381
1493,"416 N Pond TRL Roswell, GA 30076",Yuri Church,female,52,201,34.0145484911,-84.3112293465
1494,"555 Woodman PL Roswell, GA 30076",Eli Cleveland,male,50,918,33.9992566256,-84.3148733499
1495,"9336 Martin RD Roswell, GA 30076",Kelly Lane,male,50,118,34.0075957885,-84.3105149372
1496,"1425 Martin RD Roswell, GA 30076",Alverta Melton,female,18,770,34.0102259705,-84.3192873484
1497,"413 Watergate WAY Roswell, GA 30076",Jan Levine,male,16,902,33.9974387634,-84.3199467069
1498,"621 S Shore PL Roswell, GA 30076",Randolph Randolph,male,30,227,34.0013218441,-84.3208645718
1499,"517 Woodman PL Roswell, GA 30076",Elenore Bernard,female,12,172,33.9996358236,-84.3169936873
1500,"9607 N Pond CIR Roswell, GA 30076",Rayna Thornton,female,34,574,34.0136266996,-84.3133863171
1501,"524 N Pond TRL Roswell, GA 30076",Dreama Wyatt,female,43,123,34.013912047,-84.3102536966
1502,"465 Watergate WAY Roswell, GA 30076",Raymon Lancaster,male,57,635,33.9962097354,-84.3181472742
1503,"9609 N Pond CIR Roswell, GA 30076",Nickolas Daniel,male,59,187,34.0136691304,-84.3133916209
1504,"705 Lakestone CT Roswell, GA 30076",Terrance Peters,male,10,876,34.0163717114,-84.3142604636
1505,"500 Sailwind DR Roswell, GA 30076",Lane Rosario,male,54,210,34.0151917385,-84.3152611127
1506,"207 Watergate DR Roswell, GA 30076",Randolph Vaughan,male,41,245,33.9986494598,-84.320071344
1507,"308 Martins TRL Roswell, GA 30076",Cleveland Farley,male,25,198,33.9980049832,-84.3212199136
1508,"9429 Martin RD Roswell, GA 30076",Nicol Delgado,female,49,951,34.0091646926,-84.3081064573
1509,"1509 Martin RD Roswell, GA 30076",Dreama Dawson,female,25,436,34.0100776501,-84.3180694655
1510,"9526 N Pond CIR Roswell, GA 30076",Brinda Owen,female,68,418,34.013342221,-84.3134555963
