Address,Name,Gender,Age,Average Dollar,Coordinates,Latitude,Longitude
"223 Teal CT Roswell, GA 30076",Season Beach,female,36,79,,,
"3021 Cedar Knoll DR Roswell, GA 30076",Ellis Mcmahon,male,26,821,,,
"1173 Cedar Knoll DR Roswell, GA 30076",Mammie Stewart,female,21,179,,,
"848 Cedar Knoll DR Roswell, GA 30076",Hobert Crawford,male,67,224,,,
"3038 Cedar Knoll DR Roswell, GA 30076",Linwood Franks,male,33,273,,,
"1014 Martin Ridge RD Roswell, GA 30076",Zachary Mcconnell,male,65,364,,,
"1002 Martin Ridge RD Roswell, GA 30076",Jenae Valencia,female,57,217,,,
"1066 Cedar Knoll DR Roswell, GA 30076",Garth Bridges,male,44,231,,,
"1339 Northshore DR Roswell, GA 30076",Treena Sanchez,female,40,46,,,
"1225 Martin Ridge RD Roswell, GA 30076",Miguelina Rowe,female,61,52,,,
"3854 Cedar Knoll CIR Roswell, GA 30076",Wallace Powers,male,51,376,,,
"2145 Cedar Knoll CIR Roswell, GA 30076",Randolph Cross,male,54,117,,,
"1170 Cedar Knoll DR Roswell, GA 30076",Virgil Mcguire,male,56,257,,,
"9327 N Lake DR Roswell, GA 30076",Kip Reid,male,41,562,,,
"1211 Martin Ridge RD Roswell, GA 30076",Louie Herrera,male,60,493,,,
"122 Sweetwood WAY Roswell, GA 30076",Gertrud Baird,female,15,950,,,
"2120 Cedar Knoll CIR Roswell, GA 30076",Sanda Francis,female,33,824,,,
"2234 Cedar Knoll CIR Roswell, GA 30076",Libbie Wheeler,female,30,567,,,
"1216 Cedar Knoll DR Roswell, GA 30076",Irvin Nichols,male,23,576,,,
"3338 Cedar Knoll DR Roswell, GA 30076",Davis Logan,male,40,335,,,
"1147 Martin Ridge RD Roswell, GA 30076",Sunni Hartman,female,67,458,,,
"2321 Cedar Knoll CIR Roswell, GA 30076",Allyn Young,female,30,344,,,
"3727 Cedar Knoll DR Roswell, GA 30076",Darby Farmer,female,29,630,,,
"2790 Cedar Knoll DR Roswell, GA 30076",Armando Edwards,male,55,780,,,
"4238 Cedar Knoll CIR Roswell, GA 30076",Ellena Cox,female,32,463,,,
"3266 Cedar Knoll DR Roswell, GA 30076",Francina Cook,female,40,378,,,
"1628 Cedar Knoll CIR Roswell, GA 30076",Abram Tate,male,11,263,,,
